siteIDPartRs,datePartRs,bandNumberPartRs,typePartRs,notesPartRs
VERSBETMD2,2009-04-04,2540-62817,P,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD2,2009-07-02,2540-62817,P,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD2,2009-08-15,2441-14041,P,"yearColumn = 2009, banded 7/2/2009; yearColumn = 2010, resighted by participant 9x 08/09-04/10; resighted 5/29/2010
; yearColumn = 2014, resighted 6/21/2014"
VERSBETMD2,2010-04-15,2441-14041,P,"yearColumn = 2009, banded 7/2/2009; yearColumn = 2010, resighted by participant 9x 08/09-04/10; resighted 5/29/2010
; yearColumn = 2014, resighted 6/21/2014"
VERSBETMD2,2010-05-29,2540-62817,P,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD2,2013-06-15,2540-62817,P,"yearColumn = 2008, banded_6/11/08; yearColumn = 2009, resighted by participant 4 April, 2 Jul; yearColumn = 2010, resighted by participant 5/29/2010; yearColumn = 2012, resighted 6/7/2012; yearColumn = 2013, resighted 6/2013; yearColumn = 2014, resighted 3/31/14 by tech"
VERSBETMD2,2014-03-15,2531-74552,P,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD2,2014-03-15,2660-75720,P,"yearColumn = 2013, banded 5/23; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD2,2014-03-15,2661-31503,P,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant"
VERSBETMD2,2014-03-15,4501-87492,P,"yearColumn = 2004, banded 8 July; yearColumn = 2014, resighted by participant"
VERSBETMD2,2015-03-15,2531-74552,P,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD2,2015-03-15,2531-74554,P,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2015, resighted by participant"
VERSBETMD2,2015-03-15,2641-63774,P,"yearColumn = 2014, BANDED 6/21/14; yearColumn = 2015, resighted by participant"
VERSBETMD2,2015-03-15,2660-75720,P,"yearColumn = 2013, banded 5/23; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD2,2015-03-15,2690-95963,P,"yearColumn = 2014, BANDED 6/21/2014; yearColumn = 2015, resighted by participant"
VERSBETMD2,2016-02-10,2641-63776,P,noData
VERSBETMD2,2016-04-19,2570-44717,P,I believe this one was part of the pair that used Desiree's nest box in 2016
VERSBETMD2,2016-05-01,2641-63774,P,noData
VERSBETMD2,2016-05-03,2660-75720,P,noData
VERSBETMD2,2016-08-02,2661-31891,P,noData
VERSBETMD2,2016-08-17,2750-64320,P,noData
VERSBETMD2,2016-09-27,2570-44717,P,noData
VERSBETMD2,2017-01-02,2750-64320,P,noData
VERSBETMD2,2017-01-07,2531-74554,P,noData
VERSBETMD2,2017-03-14,2641-63776,P,noData
VERSBETMD2,2017-03-15,2750-64320,P,noData
VERSBETMD2,2017-05-13,2750-64320,P,This was one of the pair who nested in Desiree's nestbox in 2017.  I submitted nest data for it.
VONGJENMD1,2011-02-19,2251-80327,P,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 19 July, 22 aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,2011-02-19,2251-80329,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2011-02-19,2411-37988,P,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,2011-02-19,2441-14203,P,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2011-03-13,1272-43086,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March"
VONGJENMD1,2011-03-13,2251-80327,P,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 19 July, 22 aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,2011-03-13,2251-80329,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2011-03-13,2411-37987,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,2011-03-13,2411-37988,P,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,2011-03-13,2441-14203,P,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2011-03-20,2460-22780,P,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 16 Dec; yearColumn = 2011, resighted by participant 20 March"
VONGJENMD1,2011-04-29,2251-80329,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2011-04-29,2411-37987,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,2011-04-29,2411-37988,P,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012"
VONGJENMD1,2011-04-29,2411-37989,P,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
VONGJENMD1,2011-04-29,2441-14203,P,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2012-03-15,2411-37987,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March"
VONGJENMD1,2012-05-04,2411-37989,P,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
VONGJENMD1,2012-06-30,2411-37406,P,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,2012-07-17,2251-80329,P,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2012-07-17,2411-37989,P,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012"
VONGJENMD1,2012-07-17,2441-14203,P,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012"
VONGJENMD1,2014-04-30,2641-63901,P,noData
VONGJENMD1,2014-05-24,2411-37406,P,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,2014-05-24,2730-24704,P,"This was a 2014 sighting, entered a year late."
VONGJENMD1,2014-05-28,2441-14167,P,noData
VONGJENMD1,2014-05-28,2641-63901,P,noData
VONGJENMD1,2014-05-28,2710-25929,P,noData
VONGJENMD1,2015-04-13,2441-14167,P,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, resighted by participant 13 April, 27 May"
VONGJENMD1,2015-04-13,2571-90100,P,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, resighted by participant 13 April, 24 May"
VONGJENMD1,2015-04-14,2641-63762,P,noData
VONGJENMD1,2015-04-30,2641-63901,P,"yearColumn = 2013, May 13, 2013; yearColumn = 2015, resighted by participant 30 April; 10 June"
VONGJENMD1,2015-05-24,2411-37406,P,"yearColumn = 2009, banded 6/23; yearColumn = 2012, Resighted 6/7/2012; resighted by participant 06/30/2012; yearColumn = 2014, resighted by participant 24 May; yearColumn = 2015, resighted by participant 24 May"
VONGJENMD1,2015-05-24,2571-90100,P,"yearColumn = 2014, banded 6/14/2014; yearColumn = 2015, resighted by participant 13 April, 24 May"
VONGJENMD1,2015-05-27,2441-14167,P,"yearColumn = 2012, Banded 6/7/2012; yearColumn = 2015, resighted by participant 13 April, 27 May"
VONGJENMD1,2015-05-28,2710-25929,P,"yearColumn = 2013, Banded 5/17/13; yearColumn = 2015, resighted by participant 28 May"
VONGJENMD1,2015-06-10,2641-63901,P,"yearColumn = 2013, May 13, 2013; yearColumn = 2015, resighted by participant 30 April; 10 June"
VONGJENMD1,2015-06-10,2730-24704,P,"yearColumn = 2014, 05/03/2014; yearColumn = 2015, resighted by participant 10 June"
VONGJENMD1,2015-09-15,2421-11394,P,noData
VONGJENMD1,2015-09-15,2641-63901,P,noData
VONGJENMD1,2016-01-10,2571-90100,P,noData
VONGJENMD1,2016-01-16,2641-63901,P,noData
VONGJENMD1,2016-04-08,2641-63901,P,noData
VONGJENMD1,2016-04-09,2571-90100,P,noData
VONGJENMD1,2016-04-19,2421-11396,P,noData
VONGJENMD1,2016-04-19,2750-41403,P,noData
VONGJENMD1,2016-05-03,2411-37404,P,noData
VONGJENMD1,2016-05-05,2411-37406,P,I can't actually see the white band on the right leg but the data entry form requires me to enter something. I saw this bird frequently last year but also couldn't see the white band so I don't think I did enter it. But my records show a sighting on 6/12/15 if you want to include it.
VONGJENMD1,2017-03-18,2571-90100,P,noData
VONGJENMD1,2017-03-19,2641-63901,P,Blue band is missing.
VONGJENMD1,2017-03-19,2651-47573,P,noData
VONGJENMD1,2017-03-28,2421-11396,P,noData
VONGJENMD1,2017-03-28,2651-47574,P,noData
VONGJENMD1,2017-04-24,2711-77568,D,Died because it got stuck under a pot during the winter
VONGJENMD1,2017-08-26,2571-90100,P,He came for a bath.
WALTANNNC1,2015-05-07,851-39871,P,noData
WALTANNNC1,2015-05-14,851-39872,P,noData
WALTANNNC1,2015-05-18,2711-64070,P,noData
WALTANNNC1,2015-05-18,851-39870,P,noData
WALTANNNC1,2015-05-23,851-39871,P,noData
WALTANNNC1,2015-06-05,851-39871,P,noData
WALTANNNC1,2015-06-09,851-39872,P,noData
WALTANNNC1,2015-06-14,851-39871,P,noData
WALTANNNC1,2015-06-25,851-39872,P,noData
WALTANNNC1,2015-07-12,2711-64069,P,noData
WALTANNNC1,2015-08-04,851-39871,P,noData
WALTANNNC1,2015-08-09,851-39870,P,noData
WALTANNNC1,2015-08-11,851-39872,P,noData
WALTANNNC1,2015-08-15,2711-64070,P,noData
WALTANNNC1,2015-11-18,2711-64070,P,noData
WALTANNNC1,2016-02-23,851-39870,P,noData
WALTANNNC1,2016-02-23,851-39872,P,noData
WALTANNNC1,2016-03-09,2711-64070,P,noData
WALTANNNC1,2016-04-06,2711-64071,P,noData
WALTANNNC1,2016-04-06,851-39870,P,noData
WALTANNNC1,2016-05-06,2711-64070,P,noData
WALTANNNC1,2016-05-06,851-39871,P,noData
WALTANNNC1,2016-05-20,851-39873,P,noData
WALTANNNC1,2016-06-05,851-39872,P,noData
WALTANNNC1,2016-07-11,851-39871,P,noData
WALTANNNC1,2016-07-15,2701-55829,P,noData
WALTANNNC1,2016-07-16,851-39870,P,This male cardinal was observed feeding suet to a juvenile Brown-headed Cowbird.
WALTANNNC1,2016-07-17,2771-40414,P,noData
WALTANNNC1,2016-07-17,851-39872,P,noData
WALTANNNC1,2016-08-11,851-39871,P,noData
WALTANNNC1,2016-08-13,2701-55829,P,noData
WALTANNNC1,2016-08-13,851-39872,P,noData
WALTANNNC1,2016-08-27,2711-64070,P,noData
WALTANNNC1,2016-09-06,851-39870,P,noData
WALTANNNC1,2016-09-06,851-39872,P,noData
WALTANNNC1,2016-09-23,2790-45015,P,noData
WALTANNNC1,2016-10-27,2790-45015,P,noData
WALTANNNC1,2016-11-14,2711-64070,P,noData
WALTANNNC1,2016-11-29,2771-40414,P,noData
WALTANNNC1,2016-12-04,2701-55829,P,noData
WALTANNNC1,2016-12-04,2771-40416,P,noData
WALTANNNC1,2016-12-05,2711-64070,P,noData
WALTANNNC1,2016-12-05,2771-40414,P,noData
WALTANNNC1,2016-12-05,851-39870,P,noData
WALTANNNC1,2017-01-02,2711-64070,P,noData
WALTANNNC1,2017-02-17,2771-40414,P,noData
WALTANNNC1,2017-02-18,2790-45015,P,noData
WALTANNNC1,2017-02-20,2711-64070,P,noData
WALTANNNC1,2017-02-21,851-39872,P,noData
WALTANNNC1,2017-03-13,2771-40416,P,noData
WALTANNNC1,2017-03-14,2771-40414,P,noData
WANGMATNC1,2015-05-17,2711-64072,P,noData
WARDDOUVA1,2009-03-14,742-29177,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 14 March by participant; yearColumn = 2010, resighted by participant 5 April; yearColumn = 2011, resighted by participant 27 Feb"
WARDDOUVA1,2009-04-26,1991-46191,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted by participant 26 April; yearColumn = 2010, resighted by participant 5 June; recap 6/5; yearColumn = 2011, resighted by participant 23 April"
WARDDOUVA1,2009-06-04,2251-80310,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 4 June by participant. Recap 6/28/2009; yearColumn = 2010, resighted 9 May by participant; yearColumn = 2014, Recaptured, 4/12/14"
WARDDOUVA1,2009-06-24,1991-46189,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted by participant 24 June."
WARDDOUVA1,2010-04-03,2441-14133,P,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2010, resighted by participant 3 April; recap 6/5; yearColumn = 2012, resighted 6/28; yearColumn = 2013, resighted by participant 17 April"
WARDDOUVA1,2010-04-04,2411-37377,P,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2010, resighted by participant 4 April"
WARDDOUVA1,2010-04-05,742-29177,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 14 March by participant; yearColumn = 2010, resighted by participant 5 April; yearColumn = 2011, resighted by participant 27 Feb"
WARDDOUVA1,2010-05-01,1991-46192,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, Resighted by participant and Recap 6/28/2009; yearColumn = 2010, resighted by participant 1 May; recap 6/5; yearColumn = 2011, resighted by participant 25 April"
WARDDOUVA1,2010-05-02,742-29178,P,"yearColumn = 2008, banded 5 july; yearColumn = 2010, resighted by participant 2 May"
WARDDOUVA1,2010-05-09,2251-80310,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 4 June by participant. Recap 6/28/2009; yearColumn = 2010, resighted 9 May by participant; yearColumn = 2014, Recaptured, 4/12/14"
WARDDOUVA1,2010-06-05,2411-37389,P,"yearColumn = 2009, Banded 7/3/2009; yearColumn = 2010, resighted by participant 5 June"
WARDDOUVA1,2011-02-27,742-29177,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted 14 March by participant; yearColumn = 2010, resighted by participant 5 April; yearColumn = 2011, resighted by participant 27 Feb"
WARDDOUVA1,2011-04-23,1991-46191,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted by participant 26 April; yearColumn = 2010, resighted by participant 5 June; recap 6/5; yearColumn = 2011, resighted by participant 23 April"
WARDDOUVA1,2011-04-25,1991-46192,P,"yearColumn = 2008, banded 5 july; yearColumn = 2009, Resighted by participant and Recap 6/28/2009; yearColumn = 2010, resighted by participant 1 May; recap 6/5; yearColumn = 2011, resighted by participant 25 April"
WARDDOUVA1,2012-03-15,2441-14135,P,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2012, resighted by participant 3/15"
WARDDOUVA1,2013-04-17,1991-46190,P,"yearColumn = 2008, banded 5 july; yearColumn = 2013, resighted by participant 17 April"
WARDDOUVA1,2013-04-17,2441-14133,P,"yearColumn = 2009, Banded 6/28/2009; yearColumn = 2010, resighted by participant 3 April; recap 6/5; yearColumn = 2012, resighted 6/28; yearColumn = 2013, resighted by participant 17 April"
WARDDOUVA1,2014-03-25,1232-94701,P,"yearColumn = 2012, banded 6/28; yearColumn = 2014, resighted by participant 25 March"
WATSJOSFL1,2015-09-22,2710-25722,P,noData
WATSJOSFL1,2015-09-23,2661-07846,P,noData
WATSJOSFL1,2017-07-31,2701-39193,P,noData
WATSJOSFL1,2017-09-02,2661-07846,P,noData
WATSJOSFL1,2017-09-02,2741-54460,P,noData
WATSPATDC1,2008-05-15,2301-56011,P,"yearColumn = 2007, banded 19 June; yearColumn = 2008, found dead 5/08 band collected"
WESCCATMA1,2016-11-24,2540-94516,P,"Spotted by Thom Bullock at 68 West Chestnut Hill Rd, Montague, MA"
WHEEJENNC1,2015-07-04,2711-64095,P,noData
WHEEJENNC1,2015-07-04,951-61550,P,noData
WHEEJENNC1,2015-07-04,951-61551,P,noData
WHEEJENNC1,2015-08-05,951-61551,P,noData
WHEEJENNC1,2015-08-06,2711-64095,P,noData
WHEEJENNC1,2015-08-07,2711-64094,P,noData
WHEEJENNC1,2015-08-09,951-61550,P,noData
WHEEJENNC1,2015-11-15,2711-64095,P,noData
WHEEJENNC1,2016-01-10,2711-64094,P,noData
WHEEJENNC1,2016-01-10,2711-64095,P,noData
WHEEJENNC1,2016-01-10,951-61551,P,noData
WHEEJENNC1,2016-01-12,951-61550,P,noData
WHEEJENNC1,2016-02-01,951-61550,P,noData
WHEEJENNC1,2016-02-01,951-61551,P,noData
WHEEJENNC1,2016-02-05,2711-64095,P,noData
WHEEJENNC1,2016-02-10,2711-64094,P,noData
WHEEJENNC1,2016-03-08,951-61550,P,noData
WHEEJENNC1,2016-03-08,951-61551,P,noData
WHEEJENNC1,2016-03-10,2711-64094,P,noData
WHEEJENNC1,2016-03-10,2711-64095,P,noData
WHELGWEMA1,2012-06-23,2690-87823,N,"rsNeighbor BBL, 7 Bray Court, Pelham, MA"
WILDANNVA1,2010-05-11,2341-30315,P,"yearColumn = 2008, banded 26 June; yearColumn = 2009, Recap 7/2/2009; yearColumn = 2010, resighted by participant- died 5/11/10"
WILDANNVA1,2011-04-26,1292-64252,P,"yearColumn = 2010, banded 6/7/10; yearColumn = 2011, resighted by participant 04/26/2011"
WILDANNVA1,2014-06-23,1272-42423,P,"yearColumn = 2013, Capture 6/22/2013; yearColumn = 2014, resighted by participant 6/23/2014"
WILDSIEMA1,2015-04-17,2561-85701,N,"rsNeighbor BBL, 9 Ireland Street, West Chesterfield, MA"
WILELINMD1,2009-02-09,2341-30321,P,"yearColumn = 2008, banded 16 July; yearColumn = 2009, resighted by neighbor 9 Feb"
WILLAMBNC1,2015-07-18,2711-64100,P,noData
WILLAMBNC1,2015-11-29,2711-64100,P,noData
WILLAMBNC1,2016-03-20,2711-64100,P,noData
WILLAMBNC1,2016-06-23,2711-64190,P,noData
WILLAMBNC1,2016-10-14,0851-39914,P,noData
WILLAMBNC1,2016-10-14,2711-64100,P,noData
WILLAMBNC1,2016-10-14,2711-64190,P,noData
WILLAMBNC1,2016-12-29,0851-39914,P,noData
WILLAMBNC1,2016-12-29,2711-64190,P,noData
WILLAMBNC1,2017-01-02,0851-39915,P,noData
WILLAMBNC1,2017-01-07,0851-39914,P,noData
WILLAMBNC1,2017-01-07,2711-64100,P,noData
WILLAMBNC1,2017-02-18,0851-39914,P,noData
WILLAMBNC1,2017-02-18,0851-39915,P,noData
WILLAMBNC1,2017-02-18,2711-64100,P,noData
WILLAMBNC1,2017-02-18,2711-64190,P,noData
WILLCAINC1,2015-06-12,1352-92453,P,noData
WILLCAINC1,2015-06-28,1352-92454,P,noData
WILLCAINC1,2015-07-04,2711-64104,P,noData
WILLCAINC1,2015-10-11,1352-92454,P,noData
WILLCAINC1,2015-10-11,2711-64104,P,noData
WILLCAINC1,2015-11-22,1352-92454,P,noData
WILLCAINC1,2016-01-07,2711-64104,P,noData
WILLCAINC1,2016-01-22,1352-92454,P,noData
WILLCAINC1,2016-02-05,2711-64104,P,noData
WILLCAINC1,2016-03-12,1352-92453,P,noData
WILLCAINC1,2016-03-12,2711-64104,P,noData
WILLCAINC1,2016-07-12,1352-92454,P,noData
WILLCAINC1,2016-09-16,2711-64149,P,noData
WILLCAINC1,2016-12-14,2711-64149,P,noData
WILLCAINC1,2017-03-08,2711-64149,P,noData
WILLCAINC1,2017-03-09,2711-64147,P,noData
WILLCAINC1,2017-03-12,1352-92453,P,noData
WILLCAINC1,2017-04-05,1352-92454,P,noData
WILLCAINC1,2017-04-24,2711-64149,P,noData
WILLTERMD1,2012-03-20,1272-43052,P,"yearColumn = 2010, banded 6/28; yearColumn = 2012, Resight by participant 3/20/2012"
WILLTERMD1,2016-03-12,2441-13855,P,noData
WILLTINVA1,2011-04-26,1202-99049,P,"yearColumn = 2008, banded 26 June; yearColumn = 2009, Recap 7/2/2009; yearColumn = 2011, resighted by participant 26 April"
WILSMARMA1,2012-08-04,2690-87944,P,noData
WINTCHAFL1,2014-02-14,2661-31338,P,noData
WINTCHAFL1,2015-02-14,2661-31338,P,"From my 2014 list, this may be 2661-31338, as the three bands match."
WINTCHAFL1,2015-04-12,2640-61841,P,noData
WIRZCARMA1,2015-06-25,2651-17098,P,noData
WIRZCARMA1,2015-06-29,2651-17097,P,noData
WIRZCARMA1,2015-06-30,2291-44248,P,noData
WISSDAMPA1,2017-08-19,2750-64034,P,noData
WISSSTEGA1,2014-02-08,2661-31837,P,noData
WISSSTEGA1,2014-02-10,2421-11316,P,noData
WISSSTEGA1,2014-02-10,2661-31834,P,noData
WISSSTEGA1,2014-07-12,2421-11316,P,noData
WISSSTEGA1,2014-07-20,2661-31834,P,noData
WISSSTEGA1,2014-08-14,2661-31834,P,noData
WISSSTEGA1,2014-08-26,2421-11316,P,noData
WISSSTEGA1,2015-02-08,2661-31837,P,noData
WISSSTEGA1,2015-02-10,2421-11316,P,noData
WISSSTEGA1,2015-02-10,2661-31834,P,noData
WISSSTEGA1,2015-03-15,2661-31836,P,noData
WISSSTEGA1,2015-03-17,2421-11316,P,noData
WISSSTEGA1,2015-04-19,2421-11316,P,noData
WISSSTEGA1,2015-04-19,2661-31836,P,noData
WISSSTEGA1,2015-04-30,2341-30186,P,noData
WISSSTEGA1,2015-04-30,2661-31836,P,noData
WISSSTEGA1,2015-05-03,2421-11316,P,noData
WISSSTEGA1,2015-05-16,2661-31836,P,noData
WISSSTEGA1,2015-07-12,2421-11316,P,noData
WISSSTEGA1,2015-07-12,2661-31836,P,noData
WISSSTEGA1,2016-01-30,2661-31836,P,noData
WISSSTEGA1,2016-03-28,2661-31836,P,noData
WISSSTEGA1,2016-04-04,2661-31836,P,"Believe he is building a nest nearby, frequent feeder visitor"
